source,target,interaction_freq,last_interaction
10108,10351,366,2023-05-27 00:00:00
10108,10357,543,2023-10-04 00:00:00
10108,10383,437,2023-11-22 00:00:00
10108,10386,2,2023-05-22 00:00:00
10108,10392,400,2023-08-10 00:00:00
10108,10406,184,2023-04-15 00:00:00
10108,10422,242,2023-09-26 00:00:00
10108,10431,390,2023-07-06 00:00:00
10108,10450,685,2023-07-11 00:00:00
10109,10114,161,2023-07-15 00:00:00
10109,10136,57,2023-03-13 00:00:00
10109,10191,130,2023-04-06 00:00:00
10109,10202,277,2023-06-29 00:00:00
10109,10205,10,2023-09-15 00:00:00
10109,10222,75,2023-06-16 00:00:00
10109,10240,361,2023-05-25 00:00:00
10109,10258,304,2023-07-13 00:00:00
10109,10266,211,2023-02-26 00:00:00
10109,10268,101,2023-08-21 00:00:00
10109,10274,218,2023-12-03 00:00:00
10109,10275,297,2023-07-23 00:00:00
10109,10278,562,2023-03-31 00:00:00
10109,10306,552,2023-08-28 00:00:00
10109,10315,142,2023-07-05 00:00:00
10109,10321,79,2023-02-07 00:00:00
10109,10323,478,2023-03-03 00:00:00
10109,10329,433,2023-08-25 00:00:00
10109,10350,319,2023-11-13 00:00:00
10109,10368,440,2023-01-28 00:00:00
10109,10391,96,2023-10-07 00:00:00
10109,10393,339,2023-03-01 00:00:00
10109,10422,553,2023-08-09 00:00:00
10109,10435,117,2023-06-09 00:00:00
10109,10449,158,2023-03-13 00:00:00
10109,10450,319,2023-11-05 00:00:00
10109,10461,312,2023-02-13 00:00:00
10109,10468,46,2023-06-13 00:00:00
10110,10121,690,2023-03-14 00:00:00
10110,10124,167,2023-12-21 00:00:00
10110,10144,633,2023-01-02 00:00:00
10110,10149,264,2023-01-08 00:00:00
10110,10151,269,2023-11-12 00:00:00
10110,10172,28,2023-10-05 00:00:00
10110,10188,81,2023-05-05 00:00:00
10110,10217,526,2023-02-03 00:00:00
10110,10221,595,2023-04-30 00:00:00
10110,10255,413,2023-11-30 00:00:00
10110,10293,576,2023-03-29 00:00:00
10110,10297,716,2023-04-07 00:00:00
10110,10314,552,2023-03-27 00:00:00
10110,10315,689,2023-01-31 00:00:00
10110,10339,320,2023-04-19 00:00:00
10110,10349,167,2023-02-27 00:00:00
10110,10364,263,2023-11-22 00:00:00
10110,10378,466,2023-11-01 00:00:00
10110,10390,699,2023-02-23 00:00:00
10110,10405,308,2023-07-25 00:00:00
10110,10410,378,2023-12-13 00:00:00
10110,10439,387,2023-09-13 00:00:00
10110,10451,696,2023-04-14 00:00:00
10111,10146,51,2023-12-21 00:00:00
10111,10151,751,2023-09-27 00:00:00
10111,10163,440,2023-03-05 00:00:00
10111,10175,156,2023-03-26 00:00:00
10111,10188,60,2023-03-16 00:00:00
10111,10249,68,2023-03-25 00:00:00
10111,10254,165,2023-12-26 00:00:00
10111,10260,215,2023-09-08 00:00:00
10111,10275,180,2023-04-04 00:00:00
10111,10292,391,2023-03-26 00:00:00
10111,10309,527,2023-03-04 00:00:00
10111,10330,63,2023-06-13 00:00:00
10111,10342,564,2023-03-23 00:00:00
10111,10359,478,2023-04-17 00:00:00
10111,10361,735,2023-06-17 00:00:00
10111,10370,612,2023-03-25 00:00:00
10111,10434,409,2023-05-07 00:00:00
10111,10435,465,2023-04-11 00:00:00
10111,10442,603,2023-10-30 00:00:00
10111,10446,85,2023-11-09 00:00:00
10112,10115,374,2023-05-03 00:00:00
10112,10118,18,2023-07-21 00:00:00
10112,10125,596,2023-12-24 00:00:00
10112,10208,197,2023-02-27 00:00:00
10112,10216,264,2023-08-07 00:00:00
10112,10230,409,2023-03-25 00:00:00
10112,10282,478,2023-01-04 00:00:00
10112,10284,319,2023-03-15 00:00:00
10112,10290,592,2023-11-11 00:00:00
10112,10291,104,2023-01-01 00:00:00
10112,10300,222,2023-05-18 00:00:00
10112,10317,428,2023-04-25 00:00:00
10112,10333,626,2023-11-15 00:00:00
10112,10348,509,2023-04-24 00:00:00
10112,10350,152,2023-01-24 00:00:00
10112,10375,429,2023-03-10 00:00:00
10112,10387,759,2023-11-13 00:00:00
10112,10388,648,2023-01-20 00:00:00
10112,10399,717,2023-06-15 00:00:00
10112,10409,643,2023-01-19 00:00:00
10112,10471,508,2023-11-30 00:00:00
10112,10483,466,2023-02-24 00:00:00
10112,10494,215,2023-03-06 00:00:00
10113,10129,538,2023-05-11 00:00:00
10113,10141,740,2023-01-20 00:00:00
10113,10159,523,2023-01-02 00:00:00
10113,10170,139,2023-02-18 00:00:00
10113,10177,274,2023-03-02 00:00:00
10113,10189,559,2023-10-30 00:00:00
10113,10201,279,2023-08-08 00:00:00
10113,10247,316,2023-07-26 00:00:00
10113,10257,386,2023-03-12 00:00:00
10113,10280,746,2023-10-13 00:00:00
10113,10281,585,2023-09-08 00:00:00
10113,10313,433,2023-06-30 00:00:00
10113,10317,235,2023-02-20 00:00:00
10113,10319,566,2023-11-01 00:00:00
10113,10324,268,2023-03-13 00:00:00
10113,10333,163,2023-07-10 00:00:00
10113,10340,696,2023-08-29 00:00:00
10113,10398,209,2023-10-25 00:00:00
10113,10476,525,2023-10-04 00:00:00
10113,10489,690,2023-06-30 00:00:00
10113,10490,709,2023-11-17 00:00:00
10113,10491,715,2023-02-26 00:00:00
10113,10495,293,2023-07-10 00:00:00
10113,10497,20,2023-10-06 00:00:00
10114,10116,526,2023-08-18 00:00:00
10114,10119,337,2023-04-28 00:00:00
10114,10124,747,2023-07-22 00:00:00
10114,10131,193,2023-03-21 00:00:00
10114,10132,583,2023-09-13 00:00:00
10114,10143,579,2023-05-28 00:00:00
10114,10156,718,2023-05-20 00:00:00
10114,10194,626,2023-04-09 00:00:00
10114,10196,575,2023-02-02 00:00:00
10114,10231,363,2023-04-08 00:00:00
10114,10233,294,2023-10-31 00:00:00
10114,10234,377,2023-05-11 00:00:00
10114,10266,670,2023-10-26 00:00:00
10114,10274,28,2023-02-17 00:00:00
10114,10280,530,2023-11-04 00:00:00
10114,10296,200,2023-06-18 00:00:00
10114,10303,161,2023-10-07 00:00:00
10114,10313,289,2023-08-29 00:00:00
10114,10314,435,2023-10-29 00:00:00
10114,10326,178,2023-05-23 00:00:00
10114,10330,228,2023-01-21 00:00:00
10114,10381,549,2023-04-25 00:00:00
10114,10393,555,2023-11-23 00:00:00
10114,10420,437,2023-03-07 00:00:00
10114,10422,174,2023-10-18 00:00:00
10114,10426,137,2023-09-16 00:00:00
10114,10442,69,2023-09-28 00:00:00
10114,10445,164,2023-08-31 00:00:00
10114,10454,600,2023-09-28 00:00:00
10114,10455,77,2023-03-04 00:00:00
10114,10480,652,2023-11-13 00:00:00
10115,10116,541,2023-12-16 00:00:00
10115,10141,35,2023-11-24 00:00:00
10115,10162,388,2023-09-20 00:00:00
10115,10176,576,2023-11-24 00:00:00
10115,10197,566,2023-06-25 00:00:00
10115,10216,548,2023-07-14 00:00:00
10115,10223,42,2023-11-25 00:00:00
10115,10230,372,2023-03-04 00:00:00
10115,10256,201,2023-06-15 00:00:00
10115,10299,239,2023-12-26 00:00:00
10115,10300,613,2023-05-04 00:00:00
10115,10315,548,2023-06-29 00:00:00
10115,10342,615,2023-03-14 00:00:00
10115,10358,208,2023-11-23 00:00:00
10115,10370,684,2023-12-25 00:00:00
10115,10374,495,2023-11-26 00:00:00
10115,10376,356,2023-06-10 00:00:00
10115,10387,177,2023-12-25 00:00:00
10115,10388,565,2023-09-21 00:00:00
10115,10400,648,2023-02-10 00:00:00
10115,10402,430,2023-09-03 00:00:00
10115,10407,434,2023-01-07 00:00:00
10115,10449,552,2023-02-20 00:00:00
10115,10451,689,2023-07-27 00:00:00
10115,10492,464,2023-09-16 00:00:00
10116,10150,623,2023-07-22 00:00:00
10116,10209,298,2023-03-07 00:00:00
10116,10213,173,2023-03-25 00:00:00
10116,10216,21,2023-05-31 00:00:00
10116,10263,285,2023-12-11 00:00:00
10116,10264,463,2023-04-25 00:00:00
10116,10267,260,2023-04-22 00:00:00
10116,10313,604,2023-04-08 00:00:00
10116,10328,257,2023-06-30 00:00:00
10116,10342,86,2023-10-05 00:00:00
10116,10347,284,2023-08-28 00:00:00
10116,10353,368,2023-05-12 00:00:00
10116,10365,649,2023-10-14 00:00:00
10116,10377,626,2023-01-11 00:00:00
10116,10409,335,2023-05-04 00:00:00
10116,10448,206,2023-03-13 00:00:00
10116,10449,230,2023-11-19 00:00:00
10116,10461,548,2023-06-20 00:00:00
10116,10484,88,2023-03-11 00:00:00
10116,10489,385,2023-11-17 00:00:00
10116,10498,567,2023-05-13 00:00:00
10117,10163,40,2023-01-29 00:00:00
10117,10164,113,2023-01-26 00:00:00
10117,10172,4,2023-12-29 00:00:00
10117,10180,570,2023-03-14 00:00:00
10117,10190,328,2023-07-15 00:00:00
10117,10193,344,2023-01-11 00:00:00
10117,10200,727,2023-11-08 00:00:00
10117,10234,124,2023-03-21 00:00:00
10117,10241,32,2023-02-11 00:00:00
10117,10261,133,2023-09-27 00:00:00
10117,10278,578,2023-06-09 00:00:00
10117,10291,522,2023-01-15 00:00:00
10117,10340,215,2023-05-19 00:00:00
10117,10343,99,2023-01-30 00:00:00
10117,10363,39,2023-09-05 00:00:00
10117,10409,202,2023-10-29 00:00:00
10117,10414,543,2023-10-08 00:00:00
10117,10415,261,2023-04-12 00:00:00
10117,10420,341,2023-04-05 00:00:00
10117,10425,709,2023-01-25 00:00:00
10117,10429,762,2023-11-10 00:00:00
10117,10438,60,2023-12-03 00:00:00
10117,10445,624,2023-12-08 00:00:00
10117,10467,57,2023-07-17 00:00:00
10117,10489,423,2023-11-27 00:00:00
10117,10498,357,2023-06-02 00:00:00
10117,10499,8,2023-07-11 00:00:00
10118,10119,182,2023-12-31 00:00:00
10118,10149,452,2023-12-22 00:00:00
10118,10184,761,2023-08-26 00:00:00
10118,10190,720,2023-11-27 00:00:00
10118,10204,88,2023-02-06 00:00:00
10118,10214,80,2023-02-01 00:00:00
10118,10215,368,2023-04-07 00:00:00
10118,10241,236,2023-03-01 00:00:00
10118,10247,138,2023-05-04 00:00:00
10118,10264,201,2023-09-03 00:00:00
10118,10272,101,2023-07-24 00:00:00
10118,10277,446,2023-10-16 00:00:00
10118,10285,483,2023-11-23 00:00:00
10118,10295,526,2023-01-19 00:00:00
10118,10360,365,2023-11-16 00:00:00
10118,10377,512,2023-08-25 00:00:00
10118,10386,88,2023-12-20 00:00:00
10118,10393,38,2023-11-09 00:00:00
10118,10403,521,2023-05-25 00:00:00
10118,10411,746,2023-05-18 00:00:00
10118,10437,754,2023-10-01 00:00:00
10118,10463,97,2023-11-27 00:00:00
10119,10124,222,2023-12-30 00:00:00
10119,10137,3,2023-10-12 00:00:00
10119,10145,432,2023-05-19 00:00:00
10119,10146,258,2023-09-15 00:00:00
10119,10147,650,2023-03-08 00:00:00
10119,10158,76,2023-08-17 00:00:00
10119,10173,102,2023-05-02 00:00:00
10119,10207,343,2023-06-23 00:00:00
10119,10218,636,2023-10-24 00:00:00
10119,10246,414,2023-02-11 00:00:00
10119,10254,528,2023-06-04 00:00:00
10119,10256,346,2023-11-24 00:00:00
10119,10267,411,2023-12-31 00:00:00
10119,10294,352,2023-01-30 00:00:00
10119,10297,624,2023-05-14 00:00:00
10119,10319,29,2023-09-21 00:00:00
10119,10353,590,2023-12-26 00:00:00
10119,10368,561,2023-07-04 00:00:00
10119,10468,374,2023-04-18 00:00:00
10120,10134,659,2023-11-30 00:00:00
10120,10144,533,2023-05-20 00:00:00
10120,10151,400,2023-09-29 00:00:00
10120,10155,555,2023-07-16 00:00:00
10120,10159,613,2023-03-22 00:00:00
10120,10168,6,2023-12-01 00:00:00
10120,10170,191,2023-02-06 00:00:00
10120,10186,710,2023-03-06 00:00:00
10120,10220,338,2023-02-05 00:00:00
10120,10229,591,2023-04-06 00:00:00
10120,10267,15,2023-07-20 00:00:00
10120,10270,93,2023-11-08 00:00:00
10120,10273,528,2023-08-08 00:00:00
10120,10300,671,2023-12-28 00:00:00
10120,10315,173,2023-08-18 00:00:00
10120,10322,522,2023-09-09 00:00:00
10120,10339,12,2023-01-05 00:00:00
10120,10367,358,2023-05-03 00:00:00
10120,10400,592,2023-09-23 00:00:00
10120,10404,551,2023-11-28 00:00:00
10120,10411,629,2023-11-25 00:00:00
10120,10413,228,2023-07-01 00:00:00
10120,10452,664,2023-09-22 00:00:00
10120,10465,312,2023-05-11 00:00:00
10120,10478,402,2023-10-29 00:00:00
10120,10497,636,2023-08-08 00:00:00
10121,10145,662,2023-05-27 00:00:00
10121,10148,318,2023-03-14 00:00:00
10121,10149,713,2023-01-04 00:00:00
10121,10161,144,2023-04-24 00:00:00
10121,10166,495,2023-08-01 00:00:00
10121,10209,60,2023-08-08 00:00:00
10121,10245,409,2023-01-11 00:00:00
10121,10254,20,2023-06-29 00:00:00
10121,10268,722,2023-12-25 00:00:00
10121,10279,509,2023-03-12 00:00:00
10121,10287,520,2023-11-05 00:00:00
10121,10289,356,2023-07-20 00:00:00
10121,10292,759,2023-05-15 00:00:00
10121,10293,439,2023-09-23 00:00:00
10121,10299,361,2023-01-27 00:00:00
10121,10318,656,2023-10-06 00:00:00
10121,10319,743,2023-01-11 00:00:00
10121,10360,652,2023-03-18 00:00:00
10121,10402,80,2023-08-09 00:00:00
10121,10407,375,2023-09-09 00:00:00
10121,10416,386,2023-05-19 00:00:00
10121,10421,699,2023-02-12 00:00:00
10121,10431,711,2023-12-09 00:00:00
10121,10438,406,2023-10-24 00:00:00
10121,10441,516,2023-08-23 00:00:00
10121,10447,242,2023-05-26 00:00:00
10121,10452,256,2023-01-12 00:00:00
10121,10471,278,2023-11-17 00:00:00
10122,10124,340,2023-05-26 00:00:00
10122,10129,34,2023-10-22 00:00:00
10122,10173,350,2023-10-18 00:00:00
10122,10176,539,2023-01-03 00:00:00
10122,10179,398,2023-02-26 00:00:00
10122,10182,144,2023-10-16 00:00:00
10122,10190,550,2023-01-16 00:00:00
10122,10213,392,2023-09-01 00:00:00
10122,10223,345,2023-07-11 00:00:00
10122,10232,82,2023-08-05 00:00:00
10122,10301,488,2023-11-25 00:00:00
10122,10306,7,2023-12-01 00:00:00
10122,10316,499,2023-04-29 00:00:00
10122,10320,584,2023-04-30 00:00:00
10122,10334,333,2023-01-04 00:00:00
10122,10335,371,2023-11-10 00:00:00
10122,10370,610,2023-02-16 00:00:00
10122,10376,579,2023-09-07 00:00:00
10122,10384,54,2023-09-10 00:00:00
10122,10385,79,2023-07-13 00:00:00
10122,10391,609,2023-10-05 00:00:00
10122,10401,672,2023-09-19 00:00:00
10122,10408,549,2023-08-26 00:00:00
10122,10411,739,2023-08-31 00:00:00
10122,10421,436,2023-03-11 00:00:00
10122,10434,163,2023-08-22 00:00:00
10122,10460,245,2023-09-26 00:00:00
10122,10477,6,2023-02-04 00:00:00
10123,10151,373,2023-02-08 00:00:00
10123,10171,644,2023-05-17 00:00:00
10123,10180,367,2023-08-21 00:00:00
10123,10181,631,2023-11-30 00:00:00
10123,10195,634,2023-05-26 00:00:00
10123,10225,617,2023-11-24 00:00:00
10123,10226,512,2023-06-09 00:00:00
10123,10241,629,2023-08-20 00:00:00
10123,10273,52,2023-11-11 00:00:00
10123,10346,715,2023-04-15 00:00:00
10123,10348,693,2023-02-12 00:00:00
10123,10365,520,2023-05-18 00:00:00
10123,10385,390,2023-03-02 00:00:00
10123,10390,728,2023-09-24 00:00:00
10123,10405,534,2023-11-11 00:00:00
10123,10406,63,2023-08-05 00:00:00
10123,10416,211,2023-02-14 00:00:00
10123,10419,577,2023-06-08 00:00:00
10123,10440,690,2023-07-05 00:00:00
10123,10443,160,2023-01-26 00:00:00
10123,10447,542,2023-11-23 00:00:00
10123,10455,627,2023-11-19 00:00:00
10123,10471,279,2023-01-16 00:00:00
10123,10484,39,2023-01-22 00:00:00
10123,10499,68,2023-06-19 00:00:00
10124,10131,529,2023-11-26 00:00:00
10124,10178,246,2023-07-17 00:00:00
10124,10206,533,2023-04-28 00:00:00
10124,10215,510,2023-04-14 00:00:00
10124,10258,378,2023-12-15 00:00:00
10124,10267,727,2023-02-06 00:00:00
10124,10287,465,2023-01-10 00:00:00
10124,10293,750,2023-12-08 00:00:00
10124,10294,520,2023-10-27 00:00:00
10124,10306,485,2023-05-16 00:00:00
10124,10329,25,2023-06-23 00:00:00
10124,10349,708,2023-11-04 00:00:00
10124,10401,741,2023-10-21 00:00:00
10124,10402,400,2023-09-22 00:00:00
10124,10405,456,2023-09-19 00:00:00
10124,10408,2,2023-04-07 00:00:00
10124,10419,333,2023-02-28 00:00:00
10124,10422,439,2023-04-17 00:00:00
10124,10440,745,2023-01-06 00:00:00
10124,10488,30,2023-03-24 00:00:00
10125,10165,708,2023-03-24 00:00:00
10125,10170,553,2023-04-27 00:00:00
10125,10174,383,2023-08-21 00:00:00
10125,10179,139,2023-03-04 00:00:00
10125,10191,197,2023-04-18 00:00:00
10125,10221,687,2023-10-19 00:00:00
10125,10227,638,2023-04-10 00:00:00
10125,10230,76,2023-10-24 00:00:00
10125,10234,93,2023-02-16 00:00:00
10125,10303,392,2023-12-19 00:00:00
10125,10308,553,2023-08-01 00:00:00
10125,10316,360,2023-05-07 00:00:00
10125,10323,682,2023-01-22 00:00:00
10125,10345,660,2023-12-06 00:00:00
10125,10369,706,2023-05-01 00:00:00
10125,10375,143,2023-03-13 00:00:00
10125,10385,199,2023-06-29 00:00:00
10125,10386,322,2023-04-11 00:00:00
10125,10390,27,2023-06-20 00:00:00
10125,10419,171,2023-06-05 00:00:00
10125,10440,100,2023-05-15 00:00:00
10125,10455,346,2023-09-14 00:00:00
10125,10468,319,2023-02-28 00:00:00
10125,10480,709,2023-07-21 00:00:00
10125,10483,296,2023-06-10 00:00:00
10125,10488,412,2023-06-22 00:00:00
10125,10495,652,2023-02-13 00:00:00
10126,10172,756,2023-10-11 00:00:00
10126,10189,367,2023-07-11 00:00:00
10126,10208,333,2023-07-08 00:00:00
10126,10224,69,2023-01-14 00:00:00
10126,10237,79,2023-03-27 00:00:00
10126,10247,384,2023-09-20 00:00:00
10126,10259,23,2023-03-27 00:00:00
10126,10265,278,2023-08-21 00:00:00
10126,10283,763,2023-05-20 00:00:00
10126,10299,570,2023-10-27 00:00:00
10126,10318,150,2023-02-10 00:00:00
10126,10352,111,2023-04-02 00:00:00
10126,10367,142,2023-11-04 00:00:00
10126,10393,123,2023-05-02 00:00:00
10126,10400,36,2023-03-04 00:00:00
10126,10420,572,2023-09-21 00:00:00
10126,10424,747,2023-05-21 00:00:00
10126,10426,264,2023-06-21 00:00:00
10126,10456,81,2023-12-30 00:00:00
10126,10475,471,2023-09-12 00:00:00
10127,10149,624,2023-11-05 00:00:00
10127,10166,138,2023-01-28 00:00:00
10127,10178,389,2023-06-23 00:00:00
10127,10190,124,2023-08-12 00:00:00
10127,10194,6,2023-08-19 00:00:00
10127,10208,536,2023-12-23 00:00:00
10127,10212,171,2023-11-24 00:00:00
10127,10241,334,2023-06-28 00:00:00
10127,10249,519,2023-12-01 00:00:00
10127,10309,271,2023-10-19 00:00:00
10127,10316,248,2023-03-17 00:00:00
10127,10339,608,2023-10-04 00:00:00
10127,10366,391,2023-10-28 00:00:00
10127,10374,509,2023-10-27 00:00:00
10127,10407,707,2023-12-09 00:00:00
10127,10421,714,2023-10-04 00:00:00
10127,10425,197,2023-08-04 00:00:00
10127,10426,427,2023-08-17 00:00:00
10127,10451,765,2023-12-14 00:00:00
10127,10463,180,2023-04-13 00:00:00
10127,10482,117,2023-04-14 00:00:00
10127,10491,299,2023-02-07 00:00:00
10128,10170,305,2023-04-02 00:00:00
10128,10174,636,2023-10-09 00:00:00
10128,10186,370,2023-10-11 00:00:00
10128,10246,110,2023-05-31 00:00:00
10128,10275,727,2023-08-20 00:00:00
10128,10276,46,2023-01-12 00:00:00
10128,10301,163,2023-04-17 00:00:00
10128,10346,177,2023-04-02 00:00:00
10128,10356,530,2023-05-07 00:00:00
10128,10371,348,2023-09-23 00:00:00
10128,10403,637,2023-12-30 00:00:00
10128,10429,422,2023-11-30 00:00:00
10128,10431,6,2023-09-05 00:00:00
10128,10434,322,2023-06-28 00:00:00
10128,10438,461,2023-09-26 00:00:00
10128,10496,549,2023-12-11 00:00:00
10129,10133,151,2023-06-04 00:00:00
10129,10135,536,2023-06-26 00:00:00
10129,10182,517,2023-09-20 00:00:00
10129,10202,387,2023-10-01 00:00:00
10129,10208,409,2023-10-22 00:00:00
10129,10210,221,2023-04-18 00:00:00
10129,10244,216,2023-01-05 00:00:00
10129,10256,167,2023-04-15 00:00:00
10129,10267,362,2023-03-22 00:00:00
10129,10269,466,2023-01-01 00:00:00
10129,10318,405,2023-08-21 00:00:00
10129,10320,425,2023-07-03 00:00:00
10129,10321,169,2023-04-06 00:00:00
10129,10334,483,2023-10-26 00:00:00
10129,10367,23,2023-02-06 00:00:00
10129,10386,52,2023-07-19 00:00:00
10129,10394,101,2023-06-04 00:00:00
10129,10399,103,2023-03-11 00:00:00
10129,10420,228,2023-06-28 00:00:00
10129,10447,583,2023-01-11 00:00:00
10129,10456,642,2023-11-03 00:00:00
10129,10461,764,2023-01-22 00:00:00
10129,10464,28,2023-02-23 00:00:00
10129,10470,5,2023-03-14 00:00:00
10129,10480,110,2023-10-18 00:00:00
10129,10496,407,2023-04-11 00:00:00
10130,10137,151,2023-10-19 00:00:00
10130,10150,169,2023-02-27 00:00:00
10130,10153,56,2023-06-22 00:00:00
10130,10160,597,2023-12-08 00:00:00
10130,10174,351,2023-01-28 00:00:00
10130,10175,606,2023-06-29 00:00:00
10130,10188,461,2023-06-10 00:00:00
10130,10215,700,2023-05-09 00:00:00
10130,10250,207,2023-02-09 00:00:00
10130,10278,151,2023-04-14 00:00:00
10130,10291,317,2023-06-29 00:00:00
10130,10293,659,2023-10-28 00:00:00
10130,10298,695,2023-09-04 00:00:00
10130,10311,409,2023-08-20 00:00:00
10130,10412,447,2023-02-03 00:00:00
10130,10423,232,2023-05-19 00:00:00
10130,10452,564,2023-08-13 00:00:00
10130,10454,132,2023-02-03 00:00:00
10130,10464,479,2023-05-22 00:00:00
10130,10498,134,2023-07-17 00:00:00
10131,10139,690,2023-07-02 00:00:00
10131,10164,568,2023-07-24 00:00:00
10131,10179,306,2023-08-21 00:00:00
10131,10180,322,2023-04-21 00:00:00
10131,10181,230,2023-04-09 00:00:00
10131,10189,105,2023-12-29 00:00:00
10131,10216,336,2023-06-18 00:00:00
10131,10223,298,2023-01-19 00:00:00
10131,10234,490,2023-07-15 00:00:00
10131,10256,204,2023-10-20 00:00:00
10131,10257,333,2023-09-23 00:00:00
10131,10263,378,2023-10-12 00:00:00
10131,10264,763,2023-05-01 00:00:00
10131,10269,539,2023-06-02 00:00:00
10131,10273,155,2023-11-12 00:00:00
10131,10291,580,2023-02-22 00:00:00
10131,10297,57,2023-06-12 00:00:00
10131,10323,284,2023-04-07 00:00:00
10131,10361,652,2023-01-20 00:00:00
10131,10366,524,2023-03-15 00:00:00
10131,10376,83,2023-01-07 00:00:00
10131,10385,107,2023-05-13 00:00:00
10131,10401,432,2023-01-21 00:00:00
10131,10413,218,2023-04-30 00:00:00
10131,10425,657,2023-01-13 00:00:00
10131,10435,461,2023-01-02 00:00:00
10131,10441,755,2023-11-12 00:00:00
10131,10442,35,2023-06-21 00:00:00
10131,10448,286,2023-10-27 00:00:00
10131,10453,647,2023-03-16 00:00:00
10131,10463,415,2023-04-10 00:00:00
10131,10490,270,2023-09-27 00:00:00
10131,10498,248,2023-04-27 00:00:00
10132,10134,212,2023-03-13 00:00:00
10132,10135,586,2023-08-21 00:00:00
10132,10150,83,2023-06-13 00:00:00
10132,10169,445,2023-03-17 00:00:00
10132,10186,467,2023-01-09 00:00:00
10132,10189,133,2023-03-07 00:00:00
10132,10203,452,2023-06-10 00:00:00
10132,10210,108,2023-01-04 00:00:00
10132,10227,141,2023-06-06 00:00:00
10132,10234,392,2023-08-05 00:00:00
10132,10255,237,2023-05-29 00:00:00
10132,10266,746,2023-10-09 00:00:00
10132,10297,694,2023-12-07 00:00:00
10132,10298,527,2023-04-01 00:00:00
10132,10302,635,2023-10-09 00:00:00
10132,10309,67,2023-04-23 00:00:00
10132,10330,127,2023-01-10 00:00:00
10132,10335,694,2023-11-04 00:00:00
10132,10359,760,2023-11-11 00:00:00
10132,10384,262,2023-07-04 00:00:00
10132,10402,638,2023-02-22 00:00:00
10132,10406,127,2023-08-03 00:00:00
10132,10411,415,2023-04-02 00:00:00
10132,10421,587,2023-09-06 00:00:00
10132,10463,95,2023-08-04 00:00:00
10132,10473,144,2023-11-01 00:00:00
10132,10476,379,2023-12-31 00:00:00
10132,10495,329,2023-12-17 00:00:00
10133,10142,114,2023-12-19 00:00:00
10133,10148,503,2023-12-16 00:00:00
10133,10156,417,2023-04-16 00:00:00
10133,10169,33,2023-09-04 00:00:00
10133,10184,106,2023-03-11 00:00:00
10133,10197,3,2023-06-23 00:00:00
10133,10208,172,2023-01-06 00:00:00
10133,10226,156,2023-03-20 00:00:00
10133,10228,491,2023-08-15 00:00:00
10133,10235,753,2023-12-18 00:00:00
10133,10252,259,2023-05-22 00:00:00
10133,10264,754,2023-03-23 00:00:00
10133,10269,465,2023-01-31 00:00:00
10133,10276,596,2023-07-28 00:00:00
10133,10291,393,2023-02-13 00:00:00
10133,10305,150,2023-11-11 00:00:00
10133,10320,359,2023-02-18 00:00:00
10133,10323,625,2023-10-26 00:00:00
10133,10339,238,2023-04-22 00:00:00
10133,10350,132,2023-02-28 00:00:00
10133,10353,202,2023-11-04 00:00:00
10133,10363,595,2023-07-11 00:00:00
10133,10392,21,2023-06-15 00:00:00
10133,10395,77,2023-10-31 00:00:00
10133,10413,750,2023-11-12 00:00:00
10133,10414,309,2023-06-01 00:00:00
10133,10423,684,2023-03-05 00:00:00
10133,10424,703,2023-10-17 00:00:00
10133,10445,295,2023-06-20 00:00:00
10133,10446,377,2023-08-15 00:00:00
10133,10462,256,2023-07-23 00:00:00
10134,10143,451,2023-01-10 00:00:00
10134,10149,380,2023-07-19 00:00:00
10134,10155,667,2023-10-29 00:00:00
10134,10166,267,2023-11-28 00:00:00
10134,10170,282,2023-06-07 00:00:00
10134,10173,311,2023-11-21 00:00:00
10134,10184,170,2023-03-09 00:00:00
10134,10194,250,2023-05-19 00:00:00
10134,10208,20,2023-12-21 00:00:00
10134,10215,167,2023-08-04 00:00:00
10134,10221,157,2023-03-19 00:00:00
10134,10226,600,2023-06-04 00:00:00
10134,10233,592,2023-12-19 00:00:00
10134,10235,308,2023-08-20 00:00:00
10134,10254,148,2023-11-24 00:00:00
10134,10260,127,2023-06-06 00:00:00
10134,10279,149,2023-09-26 00:00:00
10134,10285,515,2023-06-22 00:00:00
10134,10299,153,2023-02-18 00:00:00
10134,10326,615,2023-11-11 00:00:00
10134,10333,603,2023-07-25 00:00:00
10134,10335,579,2023-09-04 00:00:00
10134,10337,583,2023-12-17 00:00:00
10134,10359,235,2023-12-17 00:00:00
10134,10360,676,2023-10-07 00:00:00
10134,10381,87,2023-04-30 00:00:00
10134,10387,53,2023-12-08 00:00:00
10134,10401,735,2023-10-24 00:00:00
10134,10464,153,2023-03-12 00:00:00
10134,10475,673,2023-03-10 00:00:00
10135,10153,206,2023-05-18 00:00:00
10135,10159,101,2023-09-14 00:00:00
10135,10211,178,2023-01-23 00:00:00
10135,10229,424,2023-03-21 00:00:00
10135,10233,137,2023-12-14 00:00:00
10135,10258,148,2023-05-12 00:00:00
10135,10265,696,2023-04-14 00:00:00
10135,10287,685,2023-10-01 00:00:00
10135,10296,198,2023-04-09 00:00:00
10135,10298,369,2023-05-11 00:00:00
10135,10353,416,2023-07-31 00:00:00
10135,10359,143,2023-08-21 00:00:00
10135,10373,625,2023-03-11 00:00:00
